area,location,bhk,bath,balcony,parking,furnishing,property_type,age,price,area_per_bhk,bath_per_bhk,age_squared
1235,Koramangala,1,2,0,1,Unfurnished,Villa,10,7030000,1235.0,2.0,100
1177,Uttarahalli,1,2,0,0,Unfurnished,Independent House,10,10960000,1177.0,2.0,100
1558,BTM Layout,4,3,0,0,Semi-Furnished,Independent House,8,7350000,389.5,0.75,64
1745,Hebbal,4,3,2,2,Unfurnished,Independent House,1,11280000,436.25,0.75,1
1936,Malleshwaram,5,1,0,2,Fully-Furnished,Apartment,14,12010000,387.2,0.2,196
1782,Electronic City,2,1,1,0,Unfurnished,Villa,4,8520000,891.0,0.5,16
1537,Malleshwaram,1,1,1,1,Fully-Furnished,Apartment,11,10230000,1537.0,1.0,121
1518,Malleshwaram,3,3,1,0,Fully-Furnished,Apartment,10,10300000,506.0,1.0,100
1034,Bellandur,2,1,0,0,Semi-Furnished,Apartment,12,5630000,517.0,0.5,144
2280,Bannerghatta Road,4,2,1,2,Unfurnished,Independent House,2,11010000,570.0,0.5,4
2411,Yelahanka,1,2,0,2,Semi-Furnished,Independent House,3,20340000,2411.0,2.0,9
2213,Koramangala,3,1,1,0,Semi-Furnished,Villa,8,19330000,737.6666666666666,0.3333333333333333,64
1045,Bellandur,5,5,2,2,Unfurnished,Villa,8,7200000,209.0,1.0,64
1057,Hebbal,4,1,0,2,Semi-Furnished,Independent House,6,11010000,264.25,0.25,36
1864,Rajajinagar,2,1,2,1,Unfurnished,Apartment,2,14290000,932.0,0.5,4
1310,Bellandur,3,1,0,0,Semi-Furnished,Apartment,2,9100000,436.6666666666667,0.3333333333333333,4
1134,Indiranagar,3,3,0,2,Semi-Furnished,Apartment,11,5650000,378.0,1.0,121
2439,Banashankari,5,4,2,1,Semi-Furnished,Apartment,5,21250000,487.8,0.8,25
2268,Bellandur,3,4,2,2,Semi-Furnished,Independent House,8,14420000,756.0,1.3333333333333333,64
2307,Electronic City,2,3,2,0,Unfurnished,Independent House,1,20340000,1153.5,1.5,1
938,Banashankari,2,1,0,0,Semi-Furnished,Independent House,11,5890000,469.0,0.5,121
1941,Bannerghatta Road,2,3,0,2,Unfurnished,Villa,5,15130000,970.5,1.5,25
1896,Hebbal,3,3,2,2,Semi-Furnished,Independent House,7,9840000,632.0,1.0,49
1224,Koramangala,1,2,2,0,Unfurnished,Apartment,6,4790000,1224.0,2.0,36
2456,Sarjapur Road,5,1,0,0,Unfurnished,Independent House,1,13570000,491.2,0.2,1
1927,Malleshwaram,4,5,2,1,Fully-Furnished,Independent House,11,16910000,481.75,1.25,121
1660,Marathahalli,4,3,0,1,Fully-Furnished,Apartment,8,14020000,415.0,0.75,64
888,Sarjapur Road,4,4,0,0,Fully-Furnished,Apartment,4,8780000,222.0,1.0,16
2274,Malleshwaram,4,3,0,2,Semi-Furnished,Apartment,2,13870000,568.5,0.75,4
1111,Electronic City,2,3,2,1,Fully-Furnished,Apartment,15,9200000,555.5,1.5,225
2267,Koramangala,5,1,1,2,Unfurnished,Apartment,12,18500000,453.4,0.2,144
1491,Bannerghatta Road,4,5,0,2,Semi-Furnished,Villa,7,17110000,372.75,1.25,49
1515,Hebbal,2,1,1,0,Fully-Furnished,Villa,15,13680000,757.5,0.5,225
1131,Sarjapur Road,3,1,0,0,Fully-Furnished,Villa,8,9720000,377.0,0.3333333333333333,64
1145,KR Puram,3,1,1,2,Fully-Furnished,Apartment,6,4900000,381.6666666666667,0.3333333333333333,36
1116,KR Puram,2,3,2,1,Semi-Furnished,Apartment,15,5810000,558.0,1.5,225
2438,Koramangala,5,6,1,0,Semi-Furnished,Villa,15,21680000,487.6,1.2,225
2164,Electronic City,4,2,2,0,Semi-Furnished,Villa,15,17150000,541.0,0.5,225
1701,Indiranagar,1,1,0,1,Fully-Furnished,Apartment,5,16210000,1701.0,1.0,25
2138,Hebbal,2,3,1,1,Semi-Furnished,Apartment,4,15670000,1069.0,1.5,16
2280,Sarjapur Road,2,1,2,2,Unfurnished,Apartment,5,13780000,1140.0,0.5,25
1378,Electronic City,5,5,0,0,Semi-Furnished,Apartment,15,5160000,275.6,1.0,225
1046,Hebbal,5,2,0,1,Fully-Furnished,Independent House,6,10720000,209.2,0.4,36
1281,Rajajinagar,3,4,2,1,Unfurnished,Villa,2,8540000,427.0,1.3333333333333333,4
2218,Banashankari,2,3,2,1,Unfurnished,Apartment,2,7370000,1109.0,1.5,4
1872,Indiranagar,5,5,1,0,Unfurnished,Apartment,10,15640000,374.4,1.0,100
1229,Electronic City,3,3,0,2,Semi-Furnished,Villa,5,14120000,409.6666666666667,1.0,25
1810,Bannerghatta Road,4,2,1,0,Unfurnished,Independent House,13,15400000,452.5,0.5,169
1862,Bannerghatta Road,4,5,0,2,Unfurnished,Independent House,8,14730000,465.5,1.25,64
2121,Uttarahalli,4,3,1,0,Semi-Furnished,Villa,9,25790000,530.25,0.75,81
1636,HSR Layout,1,2,1,1,Unfurnished,Apartment,5,7770000,1636.0,2.0,25
1654,Jayanagar,2,1,0,1,Unfurnished,Apartment,15,11140000,827.0,0.5,225
2262,Sarjapur Road,2,3,0,0,Unfurnished,Apartment,1,10650000,1131.0,1.5,1
2250,Bannerghatta Road,5,4,1,0,Semi-Furnished,Apartment,6,11230000,450.0,0.8,36
847,Banashankari,5,5,0,2,Semi-Furnished,Apartment,14,8010000,169.4,1.0,196
2443,Bellandur,3,4,1,2,Unfurnished,Independent House,11,8620000,814.3333333333334,1.3333333333333333,121
1324,Whitefield,4,3,2,1,Semi-Furnished,Villa,5,6180000,331.0,0.75,25
954,Rajajinagar,3,3,1,0,Semi-Furnished,Villa,9,11460000,318.0,1.0,81
1663,HSR Layout,4,2,1,2,Semi-Furnished,Independent House,1,11710000,415.75,0.5,1
1876,Rajajinagar,3,1,2,0,Unfurnished,Independent House,15,12820000,625.3333333333334,0.3333333333333333,225
1757,Uttarahalli,2,3,1,1,Fully-Furnished,Villa,15,19870000,878.5,1.5,225
1042,Bannerghatta Road,5,5,0,2,Fully-Furnished,Villa,4,11560000,208.4,1.0,16
1186,JP Nagar,4,5,2,2,Unfurnished,Independent House,6,10340000,296.5,1.25,36
1642,Hebbal,4,5,2,1,Fully-Furnished,Apartment,6,14840000,410.5,1.25,36
819,Bannerghatta Road,4,1,1,1,Semi-Furnished,Villa,6,7440000,204.75,0.25,36
1913,Hebbal,5,6,2,0,Fully-Furnished,Villa,6,22820000,382.6,1.2,36
2114,KR Puram,4,4,0,1,Semi-Furnished,Independent House,1,8860000,528.5,1.0,1
2457,Indiranagar,3,3,0,2,Semi-Furnished,Independent House,12,10810000,819.0,1.0,144
1718,BTM Layout,3,4,1,2,Fully-Furnished,Villa,9,14420000,572.6666666666666,1.3333333333333333,81
927,Yelahanka,2,2,0,2,Fully-Furnished,Independent House,4,5050000,463.5,1.0,16
1522,Yelahanka,1,2,1,0,Semi-Furnished,Independent House,6,13660000,1522.0,2.0,36
1204,Koramangala,1,1,0,0,Fully-Furnished,Independent House,15,9660000,1204.0,1.0,225
986,Rajajinagar,2,1,1,2,Semi-Furnished,Villa,4,6110000,493.0,0.5,16
1557,Banashankari,4,2,0,1,Fully-Furnished,Apartment,6,10160000,389.25,0.5,36
1302,BTM Layout,5,1,1,1,Fully-Furnished,Villa,7,9530000,260.4,0.2,49
1555,Kengeri,5,5,2,0,Unfurnished,Apartment,12,6700000,311.0,1.0,144
1531,BTM Layout,5,1,2,2,Fully-Furnished,Apartment,9,8410000,306.2,0.2,81
1432,HSR Layout,2,2,2,1,Fully-Furnished,Apartment,5,10350000,716.0,1.0,25
1109,Yelahanka,4,2,0,2,Unfurnished,Independent House,5,5030000,277.25,0.5,25
1000,Malleshwaram,2,3,0,2,Fully-Furnished,Independent House,4,8780000,500.0,1.5,16
1647,Rajajinagar,2,2,1,2,Semi-Furnished,Villa,2,11520000,823.5,1.0,4
1712,BTM Layout,5,4,0,2,Unfurnished,Independent House,11,14230000,342.4,0.8,121
2295,Bellandur,1,1,1,1,Unfurnished,Villa,12,15260000,2295.0,1.0,144
820,Marathahalli,4,3,1,2,Unfurnished,Independent House,1,6520000,205.0,0.75,1
2031,Whitefield,3,2,0,0,Unfurnished,Apartment,3,16950000,677.0,0.6666666666666666,9
914,Bellandur,4,3,2,1,Fully-Furnished,Apartment,2,5340000,228.5,0.75,4
1380,Sarjapur Road,3,1,2,2,Semi-Furnished,Apartment,11,10510000,460.0,0.3333333333333333,121
2239,JP Nagar,2,3,1,2,Semi-Furnished,Apartment,14,18540000,1119.5,1.5,196
1592,Bellandur,1,1,0,1,Fully-Furnished,Independent House,14,13410000,1592.0,1.0,196
1986,Sarjapur Road,2,2,1,0,Semi-Furnished,Apartment,14,18730000,993.0,1.0,196
1731,Uttarahalli,5,6,1,0,Semi-Furnished,Independent House,15,14240000,346.2,1.2,225
2098,JP Nagar,3,2,1,0,Fully-Furnished,Villa,12,27630000,699.3333333333334,0.6666666666666666,144
1874,Yelahanka,1,2,1,0,Fully-Furnished,Apartment,8,14440000,1874.0,2.0,64
1406,Yelahanka,3,1,2,1,Unfurnished,Villa,11,11170000,468.6666666666667,0.3333333333333333,121
843,Malleshwaram,5,2,2,0,Fully-Furnished,Villa,6,10460000,168.6,0.4,36
2310,Indiranagar,1,2,1,0,Fully-Furnished,Independent House,2,21700000,2310.0,2.0,4
1895,Marathahalli,3,3,0,1,Fully-Furnished,Villa,12,20250000,631.6666666666666,1.0,144
1550,Sarjapur Road,5,6,2,0,Semi-Furnished,Apartment,13,7430000,310.0,1.2,169
2047,Sarjapur Road,2,3,1,1,Fully-Furnished,Villa,3,12900000,1023.5,1.5,9
2002,Hebbal,5,2,1,1,Semi-Furnished,Apartment,14,17890000,400.4,0.4,196
2183,Yelahanka,2,2,0,2,Unfurnished,Independent House,3,10170000,1091.5,1.0,9
1193,Marathahalli,1,1,1,2,Fully-Furnished,Villa,14,12790000,1193.0,1.0,196
2446,Banashankari,3,3,2,0,Fully-Furnished,Apartment,14,10610000,815.3333333333334,1.0,196
2380,Hebbal,5,3,0,0,Fully-Furnished,Independent House,8,14810000,476.0,0.6,64
1170,Yelahanka,2,2,0,0,Unfurnished,Independent House,5,4260000,585.0,1.0,25
1675,Yelahanka,1,1,1,0,Semi-Furnished,Villa,1,10200000,1675.0,1.0,1
1623,Malleshwaram,2,2,1,1,Unfurnished,Independent House,15,14760000,811.5,1.0,225
2380,Malleshwaram,4,1,0,1,Semi-Furnished,Villa,1,24960000,595.0,0.25,1
2002,Sarjapur Road,3,4,1,0,Fully-Furnished,Apartment,15,16260000,667.3333333333334,1.3333333333333333,225
1196,Kengeri,2,2,2,0,Semi-Furnished,Apartment,12,7830000,598.0,1.0,144
969,Indiranagar,1,2,2,2,Fully-Furnished,Villa,4,11290000,969.0,2.0,16
885,Bannerghatta Road,3,1,2,0,Fully-Furnished,Villa,4,4680000,295.0,0.3333333333333333,16
952,Electronic City,1,2,2,2,Unfurnished,Villa,15,7540000,952.0,2.0,225
1368,Hebbal,2,3,0,0,Unfurnished,Apartment,5,6220000,684.0,1.5,25
872,Bannerghatta Road,5,6,0,0,Semi-Furnished,Apartment,11,4730000,174.4,1.2,121
2056,BTM Layout,4,3,1,1,Unfurnished,Independent House,1,13440000,514.0,0.75,1
1981,Bannerghatta Road,5,4,1,2,Unfurnished,Independent House,8,14640000,396.2,0.8,64
2356,Bellandur,4,4,0,1,Unfurnished,Villa,1,17670000,589.0,1.0,1
2106,HSR Layout,4,3,2,1,Semi-Furnished,Apartment,9,10830000,526.5,0.75,81
1627,Sarjapur Road,3,3,2,1,Unfurnished,Independent House,6,9810000,542.3333333333334,1.0,36
1204,Hebbal,5,1,2,1,Unfurnished,Apartment,8,4350000,240.8,0.2,64
2366,Bellandur,3,1,2,0,Semi-Furnished,Independent House,15,22660000,788.6666666666666,0.3333333333333333,225
1470,JP Nagar,5,1,2,2,Semi-Furnished,Villa,8,15900000,294.0,0.2,64
1638,Banashankari,4,5,0,1,Semi-Furnished,Apartment,7,13360000,409.5,1.25,49
1706,Banashankari,2,1,1,1,Unfurnished,Villa,6,18920000,853.0,0.5,36
2079,Sarjapur Road,2,1,1,0,Fully-Furnished,Apartment,8,8360000,1039.5,0.5,64
1181,Koramangala,1,1,2,1,Semi-Furnished,Independent House,11,8050000,1181.0,1.0,121
1172,HSR Layout,4,5,2,1,Unfurnished,Villa,4,7970000,293.0,1.25,16
2310,Malleshwaram,3,1,0,1,Unfurnished,Independent House,9,11190000,770.0,0.3333333333333333,81
2061,Malleshwaram,3,4,2,1,Unfurnished,Villa,14,10950000,687.0,1.3333333333333333,196
1664,KR Puram,2,1,1,1,Unfurnished,Independent House,12,11340000,832.0,0.5,144
847,Rajajinagar,1,2,1,2,Semi-Furnished,Independent House,14,5840000,847.0,2.0,196
1538,JP Nagar,1,1,1,0,Unfurnished,Villa,14,9270000,1538.0,1.0,196
845,Electronic City,4,1,0,0,Unfurnished,Apartment,13,3000000,211.25,0.25,169
1778,JP Nagar,4,1,1,0,Semi-Furnished,Independent House,15,17480000,444.5,0.25,225
1230,Uttarahalli,1,2,2,1,Fully-Furnished,Independent House,12,10760000,1230.0,2.0,144
1716,Malleshwaram,4,3,0,1,Unfurnished,Villa,5,7340000,429.0,0.75,25
1916,BTM Layout,2,3,2,0,Unfurnished,Independent House,13,13960000,958.0,1.5,169
908,Uttarahalli,2,3,0,0,Fully-Furnished,Independent House,12,8900000,454.0,1.5,144
2104,Sarjapur Road,5,6,2,2,Unfurnished,Villa,7,14210000,420.8,1.2,49
2240,Bellandur,1,2,1,1,Semi-Furnished,Villa,1,22150000,2240.0,2.0,1
882,Hebbal,2,2,0,0,Unfurnished,Independent House,8,7860000,441.0,1.0,64
1514,Jayanagar,5,4,1,0,Fully-Furnished,Villa,9,19830000,302.8,0.8,81
2399,JP Nagar,5,5,1,0,Semi-Furnished,Villa,7,25920000,479.8,1.0,49
2052,JP Nagar,3,3,1,1,Fully-Furnished,Villa,14,25640000,684.0,1.0,196
1339,Electronic City,2,1,2,2,Semi-Furnished,Independent House,7,9190000,669.5,0.5,49
1642,Banashankari,1,2,0,0,Semi-Furnished,Apartment,14,9860000,1642.0,2.0,196
849,Electronic City,4,2,2,1,Fully-Furnished,Villa,1,7890000,212.25,0.5,1
2374,JP Nagar,3,3,1,1,Unfurnished,Apartment,2,15240000,791.3333333333334,1.0,4
2339,BTM Layout,2,2,0,2,Fully-Furnished,Apartment,15,9410000,1169.5,1.0,225
1398,BTM Layout,3,2,2,0,Fully-Furnished,Villa,10,7220000,466.0,0.6666666666666666,100
998,Indiranagar,2,1,2,0,Semi-Furnished,Apartment,12,9230000,499.0,0.5,144
2236,HSR Layout,5,2,2,1,Fully-Furnished,Independent House,1,11320000,447.2,0.4,1
1215,KR Puram,2,1,0,0,Semi-Furnished,Apartment,12,5510000,607.5,0.5,144
833,KR Puram,4,5,1,2,Fully-Furnished,Villa,12,10350000,208.25,1.25,144
2358,Bellandur,5,3,1,0,Fully-Furnished,Apartment,14,15630000,471.6,0.6,196
989,Sarjapur Road,3,1,2,1,Semi-Furnished,Independent House,5,7050000,329.6666666666667,0.3333333333333333,25
2382,HSR Layout,1,1,2,1,Fully-Furnished,Apartment,3,20750000,2382.0,1.0,9
2222,Bannerghatta Road,1,2,2,2,Unfurnished,Villa,9,19670000,2222.0,2.0,81
1527,Hebbal,2,1,0,0,Fully-Furnished,Independent House,1,17380000,763.5,0.5,1
1008,Koramangala,5,3,1,2,Semi-Furnished,Villa,10,11240000,201.6,0.6,100
968,Sarjapur Road,2,3,0,1,Semi-Furnished,Villa,3,9310000,484.0,1.5,9
2113,JP Nagar,5,3,0,1,Unfurnished,Independent House,13,16780000,422.6,0.6,169
2269,Rajajinagar,2,2,0,0,Semi-Furnished,Independent House,10,21040000,1134.5,1.0,100
2399,Yelahanka,5,1,0,2,Fully-Furnished,Villa,2,15620000,479.8,0.2,4
948,Hebbal,2,2,2,2,Fully-Furnished,Independent House,13,7270000,474.0,1.0,169
1073,Banashankari,3,1,1,0,Semi-Furnished,Villa,15,8250000,357.6666666666667,0.3333333333333333,225
1986,BTM Layout,2,1,2,2,Fully-Furnished,Independent House,5,15430000,993.0,0.5,25
2067,Banashankari,5,5,2,2,Fully-Furnished,Independent House,9,14340000,413.4,1.0,81
1768,Jayanagar,2,3,0,0,Semi-Furnished,Villa,14,21200000,884.0,1.5,196
1256,Whitefield,2,2,2,1,Semi-Furnished,Apartment,6,10340000,628.0,1.0,36
2261,Banashankari,3,2,0,0,Semi-Furnished,Villa,9,27250000,753.6666666666666,0.6666666666666666,81
2423,Electronic City,3,4,0,0,Unfurnished,Villa,14,26290000,807.6666666666666,1.3333333333333333,196
1276,Bannerghatta Road,3,3,1,1,Semi-Furnished,Independent House,12,5440000,425.3333333333333,1.0,144
1001,Kengeri,3,2,1,1,Fully-Furnished,Independent House,12,9980000,333.6666666666667,0.6666666666666666,144
1581,JP Nagar,5,2,0,0,Fully-Furnished,Villa,12,10230000,316.2,0.4,144
858,Marathahalli,2,1,1,0,Semi-Furnished,Villa,2,9840000,429.0,0.5,4
813,Yelahanka,1,1,2,2,Fully-Furnished,Villa,15,8350000,813.0,1.0,225
1623,Koramangala,2,3,2,0,Unfurnished,Independent House,11,14190000,811.5,1.5,121
1321,Yelahanka,2,1,2,1,Fully-Furnished,Independent House,12,14570000,660.5,0.5,144
1506,Uttarahalli,2,1,0,1,Fully-Furnished,Independent House,9,7050000,753.0,0.5,81
1018,Electronic City,4,5,1,0,Unfurnished,Villa,6,4220000,254.5,1.25,36
1623,Hebbal,3,4,2,0,Unfurnished,Apartment,15,6500000,541.0,1.3333333333333333,225
808,Jayanagar,1,2,2,2,Fully-Furnished,Apartment,4,7250000,808.0,2.0,16
1311,Electronic City,2,2,1,2,Semi-Furnished,Apartment,12,10170000,655.5,1.0,144
1952,HSR Layout,3,1,2,0,Unfurnished,Villa,12,14270000,650.6666666666666,0.3333333333333333,144
2100,Banashankari,5,3,1,1,Semi-Furnished,Villa,7,19240000,420.0,0.6,49
1711,Yelahanka,3,3,2,0,Fully-Furnished,Apartment,14,9220000,570.3333333333334,1.0,196
2185,Bellandur,1,2,0,2,Unfurnished,Apartment,11,10230000,2185.0,2.0,121
1440,Sarjapur Road,5,3,1,0,Fully-Furnished,Apartment,13,13200000,288.0,0.6,169
1367,KR Puram,4,2,0,1,Unfurnished,Villa,9,8940000,341.75,0.5,81
1862,HSR Layout,3,2,0,0,Semi-Furnished,Villa,9,17170000,620.6666666666666,0.6666666666666666,81
1596,KR Puram,2,3,0,0,Unfurnished,Apartment,11,7880000,798.0,1.5,121
1406,Uttarahalli,4,5,2,0,Unfurnished,Villa,7,8370000,351.5,1.25,49
1724,HSR Layout,3,3,1,0,Semi-Furnished,Apartment,6,10470000,574.6666666666666,1.0,36
2391,Koramangala,5,2,2,0,Semi-Furnished,Independent House,8,23030000,478.2,0.4,64
1864,JP Nagar,3,2,0,2,Fully-Furnished,Villa,2,24130000,621.3333333333334,0.6666666666666666,4
2063,Hebbal,3,3,0,1,Unfurnished,Apartment,8,14580000,687.6666666666666,1.0,64
1444,KR Puram,3,1,2,0,Semi-Furnished,Apartment,15,8480000,481.3333333333333,0.3333333333333333,225
2149,Marathahalli,4,2,0,2,Semi-Furnished,Apartment,1,10420000,537.25,0.5,1
2202,Electronic City,4,5,1,2,Fully-Furnished,Apartment,9,20110000,550.5,1.25,81
2491,Uttarahalli,3,4,0,1,Fully-Furnished,Apartment,1,11840000,830.3333333333334,1.3333333333333333,1
2451,Marathahalli,4,2,2,1,Unfurnished,Villa,9,13970000,612.75,0.5,81
1141,Whitefield,5,3,0,0,Semi-Furnished,Villa,14,9790000,228.2,0.6,196
1400,Kengeri,4,3,0,2,Fully-Furnished,Independent House,15,6360000,350.0,0.75,225
1510,Rajajinagar,4,2,0,1,Unfurnished,Apartment,11,9850000,377.5,0.5,121
822,Banashankari,5,4,0,2,Semi-Furnished,Villa,9,5170000,164.4,0.8,81
1099,Jayanagar,5,1,1,1,Semi-Furnished,Villa,13,9810000,219.8,0.2,169
2248,Koramangala,5,6,1,1,Fully-Furnished,Independent House,3,16390000,449.6,1.2,9
2234,Hebbal,5,2,0,0,Semi-Furnished,Villa,8,16130000,446.8,0.4,64
2106,Whitefield,3,4,1,1,Semi-Furnished,Independent House,2,9580000,702.0,1.3333333333333333,4
2409,HSR Layout,4,5,2,2,Semi-Furnished,Independent House,10,18920000,602.25,1.25,100
1928,Sarjapur Road,3,4,1,0,Unfurnished,Villa,4,13090000,642.6666666666666,1.3333333333333333,16
2005,Koramangala,1,2,2,2,Fully-Furnished,Villa,1,12100000,2005.0,2.0,1
1863,Uttarahalli,4,2,1,1,Fully-Furnished,Apartment,6,11050000,465.75,0.5,36
2088,HSR Layout,5,4,1,1,Fully-Furnished,Apartment,15,18910000,417.6,0.8,225
1593,Malleshwaram,4,3,2,2,Fully-Furnished,Independent House,5,17100000,398.25,0.75,25
916,Jayanagar,3,4,2,1,Fully-Furnished,Independent House,8,9460000,305.3333333333333,1.3333333333333333,64
1683,Bannerghatta Road,4,1,1,1,Fully-Furnished,Apartment,10,11670000,420.75,0.25,100
1802,HSR Layout,3,3,0,1,Fully-Furnished,Villa,7,13700000,600.6666666666666,1.0,49
1261,JP Nagar,1,2,0,2,Fully-Furnished,Apartment,3,11600000,1261.0,2.0,9
1090,Yelahanka,1,1,1,0,Fully-Furnished,Independent House,8,7420000,1090.0,1.0,64
2306,Uttarahalli,3,3,1,0,Fully-Furnished,Independent House,7,18290000,768.6666666666666,1.0,49
1092,Banashankari,5,5,2,1,Fully-Furnished,Apartment,13,7380000,218.4,1.0,169
2321,Rajajinagar,2,3,0,2,Fully-Furnished,Villa,5,29050000,1160.5,1.5,25
1250,Bellandur,5,6,0,1,Unfurnished,Villa,15,5740000,250.0,1.2,225
1421,Marathahalli,5,4,2,0,Unfurnished,Independent House,12,10680000,284.2,0.8,144
1698,Uttarahalli,2,1,2,0,Semi-Furnished,Independent House,11,10300000,849.0,0.5,121
1711,Sarjapur Road,5,3,2,0,Unfurnished,Independent House,14,8870000,342.2,0.6,196
892,Rajajinagar,1,1,0,0,Unfurnished,Villa,4,9460000,892.0,1.0,16
2114,Indiranagar,1,1,1,0,Fully-Furnished,Apartment,12,21460000,2114.0,1.0,144
1273,Yelahanka,3,1,2,0,Fully-Furnished,Independent House,13,10600000,424.3333333333333,0.3333333333333333,169
1715,Bellandur,2,2,1,1,Unfurnished,Apartment,14,12580000,857.5,1.0,196
1595,BTM Layout,4,4,1,0,Fully-Furnished,Apartment,11,12280000,398.75,1.0,121
1854,JP Nagar,2,1,2,0,Fully-Furnished,Villa,7,17320000,927.0,0.5,49
1063,Whitefield,5,3,1,0,Semi-Furnished,Apartment,13,4610000,212.6,0.6,169
1871,Jayanagar,2,1,1,2,Fully-Furnished,Independent House,6,16210000,935.5,0.5,36
1135,Koramangala,1,1,0,0,Semi-Furnished,Villa,9,9100000,1135.0,1.0,81
1956,HSR Layout,1,2,1,1,Unfurnished,Apartment,2,10830000,1956.0,2.0,4
976,Banashankari,2,3,2,0,Unfurnished,Independent House,5,4970000,488.0,1.5,25
1699,Malleshwaram,4,3,2,2,Semi-Furnished,Villa,15,10050000,424.75,0.75,225
1027,Bellandur,5,1,0,0,Fully-Furnished,Villa,2,10200000,205.4,0.2,4
2220,Banashankari,5,4,0,0,Unfurnished,Independent House,7,16440000,444.0,0.8,49
2015,HSR Layout,4,1,1,0,Unfurnished,Independent House,9,8610000,503.75,0.25,81
2059,Marathahalli,2,1,2,0,Fully-Furnished,Independent House,15,22430000,1029.5,0.5,225
1670,BTM Layout,2,1,2,2,Unfurnished,Apartment,12,5580000,835.0,0.5,144
2391,Whitefield,1,2,0,0,Fully-Furnished,Villa,5,13730000,2391.0,2.0,25
2223,Sarjapur Road,1,2,1,0,Semi-Furnished,Apartment,12,12310000,2223.0,2.0,144
2058,Bellandur,4,1,1,0,Fully-Furnished,Apartment,14,13950000,514.5,0.25,196
2184,Whitefield,5,5,0,0,Fully-Furnished,Villa,13,28940000,436.8,1.0,169
2444,Banashankari,1,1,2,0,Semi-Furnished,Independent House,2,19880000,2444.0,1.0,4
1010,Bannerghatta Road,2,2,2,1,Semi-Furnished,Apartment,5,7950000,505.0,1.0,25
1751,Malleshwaram,5,3,0,0,Unfurnished,Independent House,1,11490000,350.2,0.6,1
1951,Sarjapur Road,2,1,0,1,Unfurnished,Independent House,14,12110000,975.5,0.5,196
2365,Rajajinagar,3,1,2,0,Unfurnished,Independent House,13,13320000,788.3333333333334,0.3333333333333333,169
2047,Marathahalli,4,4,2,2,Unfurnished,Apartment,14,7970000,511.75,1.0,196
1762,KR Puram,3,2,0,0,Unfurnished,Independent House,7,13830000,587.3333333333334,0.6666666666666666,49
1137,Malleshwaram,3,4,1,2,Semi-Furnished,Independent House,5,6180000,379.0,1.3333333333333333,25
989,Bellandur,3,3,0,0,Semi-Furnished,Independent House,15,10240000,329.6666666666667,1.0,225
1106,Hebbal,5,2,2,2,Unfurnished,Independent House,7,3940000,221.2,0.4,49
1351,BTM Layout,3,3,0,0,Fully-Furnished,Independent House,8,14390000,450.3333333333333,1.0,64
2103,BTM Layout,3,4,2,0,Semi-Furnished,Apartment,1,10520000,701.0,1.3333333333333333,1
1451,BTM Layout,2,2,1,2,Fully-Furnished,Independent House,14,9430000,725.5,1.0,196
1349,Bellandur,2,2,0,1,Semi-Furnished,Apartment,9,10380000,674.5,1.0,81
1100,Malleshwaram,4,5,0,2,Fully-Furnished,Independent House,13,11870000,275.0,1.25,169
860,Whitefield,4,4,0,0,Semi-Furnished,Independent House,1,5310000,215.0,1.0,1
829,Whitefield,3,1,1,1,Unfurnished,Villa,1,7250000,276.3333333333333,0.3333333333333333,1
1406,Malleshwaram,4,4,2,1,Fully-Furnished,Independent House,4,11810000,351.5,1.0,16
811,Uttarahalli,5,2,1,2,Fully-Furnished,Independent House,1,5360000,162.2,0.4,1
2337,Rajajinagar,3,2,1,1,Semi-Furnished,Apartment,13,9550000,779.0,0.6666666666666666,169
1083,Bellandur,3,3,0,0,Unfurnished,Apartment,6,5960000,361.0,1.0,36
1374,Uttarahalli,2,3,1,2,Fully-Furnished,Independent House,3,7750000,687.0,1.5,9
2007,Indiranagar,5,3,1,2,Semi-Furnished,Villa,14,10360000,401.4,0.6,196
2247,Indiranagar,4,3,1,2,Semi-Furnished,Villa,7,22970000,561.75,0.75,49
1554,Jayanagar,1,1,1,0,Semi-Furnished,Apartment,7,6710000,1554.0,1.0,49
1118,Banashankari,1,2,2,1,Unfurnished,Apartment,2,4200000,1118.0,2.0,4
1404,HSR Layout,4,5,2,2,Fully-Furnished,Independent House,14,14730000,351.0,1.25,196
872,Uttarahalli,5,1,0,1,Fully-Furnished,Apartment,6,8250000,174.4,0.2,36
1825,Marathahalli,4,3,0,0,Unfurnished,Apartment,9,9510000,456.25,0.75,81
2170,Banashankari,4,2,0,1,Fully-Furnished,Apartment,8,18960000,542.5,0.5,64
1446,Uttarahalli,4,2,1,0,Unfurnished,Villa,6,10310000,361.5,0.5,36
2307,JP Nagar,4,2,0,2,Semi-Furnished,Apartment,14,18370000,576.75,0.5,196
2426,Banashankari,3,3,2,1,Semi-Furnished,Apartment,2,20540000,808.6666666666666,1.0,4
1667,Marathahalli,4,3,1,2,Fully-Furnished,Villa,8,15200000,416.75,0.75,64
1443,HSR Layout,1,2,1,0,Unfurnished,Independent House,2,5850000,1443.0,2.0,4
1642,Hebbal,4,1,0,1,Semi-Furnished,Villa,9,12060000,410.5,0.25,81
1480,Yelahanka,1,2,1,0,Semi-Furnished,Independent House,12,5770000,1480.0,2.0,144
1623,Koramangala,2,1,1,2,Unfurnished,Villa,3,11930000,811.5,0.5,9
